Station: D�bendorf-Empa
Vorst�dtisch
Stundenmittelwerte
MEZ/CET
Quelle: NABEL/MeteoSchweiz
Die Messwerte des laufenden Jahres sind vorl�ufig und noch nicht abschliessend gepr�ft.
Datum/Zeit;O3 [ug/m3];CO [mg/m3];PM10 [ug/m3];PM2.5 [ug/m3];EC [ug/m3];TEMP [C];RAD [W/m2]
26.08.2023 17:00;48.2;0.20;8.7;6.2;0.3;18.0;177.5
26.08.2023 18:00;47.9;0.20;7.8;6.0;0.3;18.8;128.7
26.08.2023 19:00;33.6;0.20;9.5;7.2;0.3;18.1;17.9
26.08.2023 20:00;28.4;0.20;7.9;5.6;0.3;17.8;0.8
26.08.2023 21:00;25.9;0.20;9.4;6.1;0.3;17.8;0.0
26.08.2023 22:00;32.7;0.20;9.4;5.8;0.2;17.5;-0.1
26.08.2023 23:00;29.3;0.20;10.2;6.0;0.3;17.1;-0.9
27.08.2023 00:00;22.0;0.20;10.6;6.1;0.2;16.7;-1.0
27.08.2023 01:00;22.6;0.20;10.8;6.3;0.2;16.6;-0.7
27.08.2023 02:00;29.2;0.20;9.9;6.4;0.2;16.3;-1.0
27.08.2023 03:00;27.2;0.20;9.1;6.3;0.2;16.4;-1.0
27.08.2023 04:00;47.7;0.20;6.2;4.3;0.1;16.3;-1.4
27.08.2023 05:00;61.7;0.20;4.6;3.1;0.1;15.9;-2.0
27.08.2023 06:00;68.2;0.10;4.4;2.8;0.1;15.6;-0.3
27.08.2023 07:00;75.6;0.10;3.7;2.5;0.0;15.4;24.7
27.08.2023 08:00;77.9;0.10;3.3;2.2;0.0;15.6;71.8
27.08.2023 09:00;74.6;0.10;2.9;1.7;0.0;16.4;160.3
27.08.2023 10:00;78.9;0.10;2.1;1.2;0.0;17.3;225.3
27.08.2023 11:00;76.9;0.10;2.2;1.3;0.0;17.9;233.3
27.08.2023 12:00;72.8;0.10;2.6;1.3;0.0;18.0;185.3
27.08.2023 13:00;71.8;0.10;2.4;1.3;0.0;18.0;207.9
27.08.2023 14:00;72.1;0.10;2.1;1.1;0.0;17.7;235.2
27.08.2023 15:00;73.0;0.20;4.3;3.0;0.1;17.3;108.4
27.08.2023 16:00;64.6;0.20;3.3;1.9;0.1;15.7;67.3
27.08.2023 17:00;72.3;0.20;3.0;2.2;0.1;15.1;67.2
27.08.2023 18:00;72.4;0.20;2.2;1.6;0.1;15.0;40.8
27.08.2023 19:00;67.4;0.20;2.8;1.9;0.1;14.9;3.1
27.08.2023 20:00;60.3;0.20;3.0;2.1;0.1;14.6;-0.2
27.08.2023 21:00;63.2;0.20;2.9;2.2;0.1;14.0;-0.8
27.08.2023 22:00;65.2;0.20;2.5;2.0;0.1;13.7;-2.0
27.08.2023 23:00;58.2;0.20;2.9;2.1;0.1;13.9;-4.2
28.08.2023 00:00;57.4;0.20;2.7;2.0;0.1;13.8;-3.7
28.08.2023 01:00;58.0;0.20;2.5;1.9;0.0;13.7;-4.3
28.08.2023 02:00;51.6;0.20;3.2;2.3;0.1;13.8;-5.0
28.08.2023 03:00;44.5;0.20;3.7;2.6;0.1;13.8;-4.5
28.08.2023 04:00;45.1;0.20;3.1;2.1;0.1;13.8;-4.9
28.08.2023 05:00;42.6;0.20;3.5;2.4;0.1;13.7;-2.9
28.08.2023 06:00;55.0;0.20;3.0;2.1;0.1;13.2;-2.3
28.08.2023 07:00;46.9;0.20;3.3;2.3;0.1;13.1;5.7
28.08.2023 08:00;45.3;0.20;3.4;2.3;0.1;13.1;30.3
28.08.2023 09:00;48.0;0.20;4.1;2.4;0.1;13.1;45.9
28.08.2023 10:00;47.9;0.20;4.1;2.6;0.1;13.4;108.9
28.08.2023 11:00;54.7;0.20;3.1;2.0;0.1;13.9;135.9
28.08.2023 12:00;57.8;0.20;2.7;1.9;0.1;14.1;134.4
28.08.2023 13:00;60.6;0.20;3.1;2.2;0.1;14.3;176.5
28.08.2023 14:00;62.6;0.20;3.3;2.3;0.1;14.4;136.3
28.08.2023 15:00;61.8;0.20;3.5;2.4;0.1;13.7;81.4
28.08.2023 16:00;62.7;0.20;3.3;2.3;0.2;13.5;84.1
28.08.2023 17:00;64.8;0.20;3.1;2.2;0.2;13.0;41.0
28.08.2023 18:00;56.8;0.20;3.2;2.3;0.2;12.8;24.0
28.08.2023 19:00;52.3;0.20;3.5;2.6;0.2;12.7;0.9
28.08.2023 20:00;48.2;0.20;4.7;3.2;0.3;12.6;-2.6
28.08.2023 21:00;51.0;0.20;4.0;2.9;0.2;12.2;-2.9
28.08.2023 22:00;52.8;0.20;3.8;2.7;0.2;11.9;-3.0
28.08.2023 23:00;51.3;0.20;3.5;2.8;0.1;11.7;-3.4
29.08.2023 00:00;50.6;0.20;4.1;3.4;0.1;11.7;-3.6
29.08.2023 01:00;54.5;0.20;3.7;2.9;0.1;11.4;-3.3
29.08.2023 02:00;57.0;0.20;3.7;2.9;0.1;11.3;-3.0
29.08.2023 03:00;48.6;0.20;4.3;3.4;0.1;11.3;-3.0
29.08.2023 04:00;52.4;0.20;4.9;4.0;0.1;11.2;-3.0
29.08.2023 05:00;53.9;0.20;5.0;4.4;0.1;11.1;-2.8
29.08.2023 06:00;38.5;0.20;7.8;6.7;0.2;11.3;-2.5
29.08.2023 07:00;37.6;0.20;8.0;7.1;0.2;11.3;19.5
29.08.2023 08:00;45.5;0.20;6.6;5.6;0.2;11.6;36.6
29.08.2023 09:00;;;6.7;5.2;0.2;11.9;62.2
29.08.2023 10:00;;0.20;6.7;5.3;0.2;12.3;144.7
29.08.2023 11:00;;0.20;5.3;3.6;0.1;12.8;168.6
29.08.2023 12:00;62.3;0.20;3.2;2.2;0.1;13.0;134.4
29.08.2023 13:00;63.5;0.20;3.2;2.3;0.1;13.3;119.5
29.08.2023 14:00;65.0;0.20;2.8;1.9;0.1;13.0;137.0
29.08.2023 15:00;66.8;0.20;3.0;2.1;0.1;12.8;136.0
29.08.2023 16:00;69.6;0.20;2.4;1.5;0.1;12.7;136.8
29.08.2023 17:00;69.1;0.20;2.3;1.7;0.1;12.9;144.2
29.08.2023 18:00;69.1;0.20;2.6;1.9;0.1;13.2;125.6
29.08.2023 19:00;62.7;0.20;2.6;1.9;0.1;13.0;30.3
29.08.2023 20:00;51.2;0.20;3.1;2.2;0.1;12.8;-0.6
29.08.2023 21:00;35.2;0.20;4.1;2.8;0.2;12.7;-0.9
29.08.2023 22:00;35.1;0.20;4.9;3.6;0.2;12.5;-0.3
29.08.2023 23:00;32.3;0.20;4.9;3.7;0.2;12.3;-0.9
30.08.2023 00:00;31.8;0.20;5.3;3.7;0.1;12.0;-0.5
30.08.2023 01:00;32.6;0.20;5.5;3.9;0.1;12.1;-0.1
30.08.2023 02:00;30.6;0.20;5.8;4.4;0.1;12.1;-0.2
30.08.2023 03:00;33.9;0.20;6.3;4.5;0.1;12.0;-0.3
30.08.2023 04:00;29.7;0.20;6.0;4.4;0.1;12.0;-0.4
30.08.2023 05:00;24.1;0.20;6.3;4.6;0.2;11.9;-0.6
30.08.2023 06:00;24.7;0.20;6.6;4.7;0.1;11.9;1.6
30.08.2023 07:00;17.8;0.20;6.9;4.9;0.2;12.0;22.2
30.08.2023 08:00;17.4;0.30;10.3;5.4;0.3;12.9;169.3
30.08.2023 09:00;38.1;0.20;7.3;3.7;0.2;14.3;447.6
30.08.2023 10:00;43.3;0.20;5.5;3.6;0.2;15.2;261.1
30.08.2023 11:00;50.5;0.20;7.9;4.9;0.2;16.4;508.6
30.08.2023 12:00;67.2;0.20;5.4;3.5;0.1;17.7;571.2
30.08.2023 13:00;78.8;0.20;5.6;3.4;0.1;18.5;619.0
30.08.2023 14:00;84.8;0.20;5.6;3.5;0.1;19.4;635.9
30.08.2023 15:00;80.9;0.20;6.8;4.3;0.2;19.1;324.7
30.08.2023 16:00;71.1;0.20;6.0;4.0;0.2;18.3;287.5
30.08.2023 17:00;76.6;0.20;7.2;4.7;0.2;18.7;170.4
30.08.2023 18:00;66.9;0.20;6.9;4.7;0.2;18.5;124.3
30.08.2023 19:00;61.2;0.20;6.7;5.0;0.2;17.7;33.5
30.08.2023 20:00;54.0;0.20;7.4;5.5;0.2;16.3;-0.4
30.08.2023 21:00;50.0;0.20;7.6;5.6;0.2;15.5;-1.0
30.08.2023 22:00;34.6;0.20;7.4;5.7;0.4;14.3;-2.0
30.08.2023 23:00;17.5;0.30;8.3;6.1;0.6;13.7;-1.5
31.08.2023 00:00;17.3;0.30;8.1;6.3;0.4;13.3;-1.4
31.08.2023 01:00;20.3;0.20;7.5;5.5;0.4;13.2;-1.0
31.08.2023 02:00;21.7;0.20;7.3;5.4;0.3;13.6;-0.7
31.08.2023 03:00;23.9;0.20;7.1;5.5;0.2;13.9;-0.5
31.08.2023 04:00;45.0;0.20;6.1;4.3;0.2;14.6;0.0
31.08.2023 05:00;46.7;0.20;5.1;3.6;0.2;14.5;-0.8
31.08.2023 06:00;53.1;0.20;3.6;2.3;0.1;14.1;-0.1
31.08.2023 07:00;47.3;0.20;4.1;2.6;0.2;13.2;21.2
31.08.2023 08:00;45.4;0.20;3.6;2.5;0.2;13.8;58.2
31.08.2023 09:00;43.1;0.20;5.7;3.1;0.2;14.5;154.7
31.08.2023 10:00;46.0;0.20;6.5;3.4;0.2;15.1;161.5
31.08.2023 11:00;59.4;0.20;6.2;3.7;0.1;16.3;292.3
31.08.2023 12:00;63.9;0.20;5.8;3.8;0.1;16.6;223.0
31.08.2023 13:00;62.1;0.20;6.1;4.2;0.2;17.1;331.6
31.08.2023 14:00;66.8;0.20;6.7;4.5;0.2;17.7;349.4
31.08.2023 15:00;73.9;0.20;7.3;4.5;0.1;18.4;382.7
31.08.2023 16:00;73.4;0.20;7.4;4.6;0.2;18.5;223.8
31.08.2023 17:00;68.9;0.20;7.0;4.7;0.2;18.4;149.5
31.08.2023 18:00;61.8;0.20;7.0;4.7;0.2;18.1;80.8
31.08.2023 19:00;52.4;0.20;7.0;4.7;0.3;17.6;27.4
31.08.2023 20:00;33.6;0.30;7.1;4.7;0.4;16.3;-0.5
31.08.2023 21:00;11.8;0.30;8.2;5.4;0.7;15.6;-1.0
31.08.2023 22:00;14.1;0.30;8.4;6.3;0.5;15.6;-0.5
31.08.2023 23:00;8.6;0.30;9.8;7.3;0.6;15.7;-0.4
01.09.2023 00:00;15.2;0.30;8.6;6.6;0.5;15.6;-0.2
01.09.2023 01:00;31.5;0.26;8.4;6.2;0.3;15.9;-0.2
01.09.2023 02:00;46.6;0.22;6.3;4.7;0.2;16.3;-1.1
01.09.2023 03:00;27.8;0.23;7.2;5.2;0.3;15.4;-0.5
01.09.2023 04:00;21.6;0.22;7.5;5.1;0.2;15.2;-0.7
01.09.2023 05:00;16.7;0.23;7.2;5.1;0.2;14.4;-1.5
01.09.2023 06:00;2.4;0.28;8.5;5.6;0.6;13.8;0.5
01.09.2023 07:00;9.3;0.29;9.0;5.7;0.4;14.2;38.0
01.09.2023 08:00;23.2;0.31;13.7;6.5;0.4;16.2;173.7
01.09.2023 09:00;37.8;0.25;9.2;5.5;0.2;18.3;416.8
01.09.2023 10:00;48.3;0.23;9.3;5.1;0.2;20.1;504.7
01.09.2023 11:00;74.0;0.22;9.3;4.5;0.2;22.3;738.4
01.09.2023 12:00;85.0;0.23;7.3;3.9;0.1;23.2;648.5
01.09.2023 13:00;87.9;0.21;6.9;3.7;0.1;24.4;717.2
01.09.2023 14:00;82.3;0.19;6.2;2.9;0.1;25.0;561.1
01.09.2023 15:00;82.3;0.18;5.3;2.5;0.1;25.7;631.5
01.09.2023 16:00;87.7;0.19;5.3;2.8;0.1;26.3;560.5
01.09.2023 17:00;97.8;0.21;6.2;3.4;0.2;25.6;380.1
01.09.2023 18:00;96.7;0.23;6.9;3.9;0.3;24.5;216.7
01.09.2023 19:00;81.5;0.24;6.4;3.7;0.3;23.3;58.2
01.09.2023 20:00;38.3;0.29;6.3;3.8;0.5;20.5;-1.4
01.09.2023 21:00;26.5;0.33;7.2;4.5;0.7;18.7;-2.0
01.09.2023 22:00;5.9;0.45;9.7;7.3;0.9;17.7;-2.0
01.09.2023 23:00;14.5;0.40;9.9;7.5;0.6;16.8;-1.9
02.09.2023 00:00;15.9;0.33;9.0;6.4;0.5;16.3;-1.5
02.09.2023 01:00;14.6;0.31;7.7;5.5;0.4;15.7;-1.3
02.09.2023 02:00;15.0;0.28;6.9;5.1;0.4;15.1;-1.4
02.09.2023 03:00;4.8;0.35;7.5;5.3;0.6;14.4;-2.0
02.09.2023 04:00;5.9;0.25;7.9;5.1;0.4;13.9;-1.9
02.09.2023 05:00;3.7;0.25;7.1;4.7;0.4;13.4;-1.7
02.09.2023 06:00;1.6;0.28;8.2;5.1;0.6;13.0;1.5
02.09.2023 07:00;2.9;0.32;8.4;5.1;0.8;13.3;88.7
02.09.2023 08:00;10.0;0.32;10.0;6.3;0.7;15.5;232.8
02.09.2023 09:00;30.6;0.26;9.1;6.0;0.4;18.4;403.9
02.09.2023 10:00;48.3;0.22;7.3;4.9;0.3;20.8;583.4
02.09.2023 11:00;67.1;0.20;7.8;5.0;0.2;22.5;678.3
02.09.2023 12:00;85.2;0.20;7.3;4.7;0.2;24.5;761.3
02.09.2023 13:00;90.2;0.19;6.4;4.1;0.2;26.0;769.7
02.09.2023 14:00;88.9;0.16;4.5;2.7;0.1;27.1;760.3
02.09.2023 15:00;89.2;0.17;4.4;2.6;0.1;27.5;666.8
02.09.2023 16:00;91.9;0.17;4.8;3.1;0.1;27.2;535.7
02.09.2023 17:00;92.5;0.17;4.7;3.0;0.1;27.2;374.3
02.09.2023 18:00;86.3;0.18;4.3;3.3;0.3;26.1;182.8
02.09.2023 19:00;70.3;0.20;5.6;4.1;0.4;24.4;52.6
02.09.2023 20:00;46.6;0.26;6.8;4.6;0.5;21.2;-1.8
02.09.2023 21:00;6.8;0.46;9.6;6.5;1.1;19.4;-2.1
02.09.2023 22:00;5.4;0.49;11.2;7.7;1.1;18.2;-2.0
02.09.2023 23:00;5.3;0.48;11.9;8.9;1.0;17.3;-2.0
03.09.2023 00:00;2.8;0.47;9.6;7.1;0.9;16.4;-2.0
03.09.2023 01:00;3.1;0.46;10.0;7.5;1.0;15.8;-2.0
03.09.2023 02:00;4.9;0.37;9.2;6.8;0.7;15.2;-1.9
03.09.2023 03:00;2.4;0.38;8.9;6.5;0.7;14.6;-1.6
03.09.2023 04:00;3.1;0.36;8.6;6.2;0.6;14.2;-1.3
03.09.2023 05:00;6.2;0.28;8.0;5.9;0.4;13.8;-1.3
03.09.2023 06:00;4.5;0.25;7.7;5.7;0.4;13.4;0.3
03.09.2023 07:00;5.6;0.27;8.1;5.7;0.6;13.7;56.8
03.09.2023 08:00;14.9;0.27;8.6;6.3;0.5;15.4;193.3
03.09.2023 09:00;32.9;0.25;8.1;6.3;0.4;18.0;367.5
03.09.2023 10:00;53.9;0.22;9.0;6.6;0.3;21.0;527.7
03.09.2023 11:00;65.7;0.21;8.4;6.0;0.3;23.0;599.0
03.09.2023 12:00;79.5;0.21;8.1;5.7;0.3;24.4;587.5
03.09.2023 13:00;88.0;0.21;8.1;5.7;0.3;25.8;700.8
03.09.2023 14:00;92.8;0.21;8.1;5.6;0.2;26.8;649.7
03.09.2023 15:00;94.2;0.20;7.6;5.2;0.2;26.9;551.2
03.09.2023 16:00;93.2;0.20;6.4;4.4;0.2;27.0;447.3
03.09.2023 17:00;92.8;0.20;7.3;4.7;0.2;26.2;279.2
03.09.2023 18:00;88.2;0.20;7.3;4.7;0.2;25.4;172.0
03.09.2023 19:00;75.7;0.22;7.1;5.2;0.3;24.1;33.9
03.09.2023 20:00;54.5;0.26;8.0;5.4;0.4;22.0;-1.6
03.09.2023 21:00;43.9;0.31;8.8;6.0;0.4;20.5;-2.0
03.09.2023 22:00;36.9;0.29;8.3;6.0;0.5;19.3;-2.0
03.09.2023 23:00;41.7;0.28;7.4;5.2;0.5;19.3;-2.0
04.09.2023 00:00;54.4;0.19;6.7;4.6;0.3;19.1;-2.0
04.09.2023 01:00;49.5;0.17;5.6;4.0;0.2;18.0;-2.0
04.09.2023 02:00;49.0;0.17;5.2;3.6;0.2;17.7;-2.0
04.09.2023 03:00;54.8;0.16;4.8;3.5;0.1;17.5;-2.0
04.09.2023 04:00;47.8;0.17;4.9;3.6;0.2;16.7;-2.0
04.09.2023 05:00;43.7;0.17;5.5;4.0;0.2;16.1;-1.3
04.09.2023 06:00;28.7;0.20;6.0;4.6;0.3;15.4;-0.5
04.09.2023 07:00;17.2;0.23;7.6;5.0;0.5;15.5;72.7
04.09.2023 08:00;38.5;0.20;7.7;4.8;0.3;17.5;246.1
04.09.2023 09:00;45.9;0.19;7.4;4.8;0.2;19.3;416.3
04.09.2023 10:00;53.3;0.18;8.9;5.3;0.3;21.1;571.0
04.09.2023 11:00;67.2;0.18;8.6;5.7;0.2;22.7;687.3
04.09.2023 12:00;74.4;0.18;9.1;5.7;0.2;24.3;760.4
04.09.2023 13:00;82.5;0.18;10.6;5.9;0.2;25.6;785.0
04.09.2023 14:00;90.8;0.18;9.3;5.1;0.2;26.9;733.7
04.09.2023 15:00;98.3;0.20;10.8;4.3;0.2;27.7;649.1
04.09.2023 16:00;100.0;0.19;8.3;4.0;0.2;28.0;532.0
04.09.2023 17:00;100.1;0.19;8.6;3.7;0.2;27.6;354.3
04.09.2023 18:00;102.5;0.19;7.6;3.9;0.2;26.6;191.5
04.09.2023 19:00;98.4;0.20;7.1;4.1;0.2;25.2;43.8
04.09.2023 20:00;93.4;0.22;10.1;4.8;0.2;24.0;-2.2
04.09.2023 21:00;93.6;0.21;8.8;5.2;0.2;22.7;-2.8
04.09.2023 22:00;80.3;0.21;8.7;5.8;0.3;20.6;-2.1
04.09.2023 23:00;82.1;0.21;9.1;6.2;0.2;20.1;-2.0
05.09.2023 00:00;68.9;0.22;9.4;6.5;0.3;18.5;-2.0
05.09.2023 01:00;59.0;0.21;9.2;6.6;0.2;17.3;-2.0
05.09.2023 02:00;49.9;0.22;8.8;6.9;0.2;16.1;-2.0
05.09.2023 03:00;48.0;0.25;9.4;7.0;0.3;15.7;-2.0
05.09.2023 04:00;44.3;0.23;9.8;7.3;0.2;15.1;-2.0
05.09.2023 05:00;29.9;0.24;9.9;7.6;0.3;14.6;-2.0
05.09.2023 06:00;8.2;0.28;10.1;7.7;0.6;14.0;-0.0
05.09.2023 07:00;15.4;0.32;11.3;8.1;0.6;14.4;74.4
05.09.2023 08:00;39.0;0.29;14.1;8.7;0.5;16.5;240.4
05.09.2023 09:00;53.5;0.25;12.8;8.3;0.3;18.3;415.9
05.09.2023 10:00;65.7;0.23;12.2;7.9;0.3;20.1;570.9
05.09.2023 11:00;73.0;0.24;12.9;8.5;0.3;21.8;690.7
05.09.2023 12:00;84.1;0.23;13.2;8.8;0.3;23.4;765.9
05.09.2023 13:00;97.6;0.23;13.3;8.8;0.3;24.5;788.6
05.09.2023 14:00;100.9;0.32;14.6;8.9;0.3;25.4;754.4
05.09.2023 15:00;102.3;0.23;12.2;7.6;0.3;26.2;670.8
05.09.2023 16:00;99.7;0.24;14.7;8.1;0.3;26.7;528.3
05.09.2023 17:00;96.2;0.21;10.5;6.4;0.3;26.4;378.2
05.09.2023 18:00;98.8;0.21;9.9;6.5;0.4;25.5;202.2
05.09.2023 19:00;95.2;0.26;11.6;7.0;0.5;24.3;45.8
05.09.2023 20:00;63.5;0.32;10.3;6.9;0.6;21.5;-2.3
05.09.2023 21:00;52.0;0.29;10.3;7.3;0.6;20.2;-2.9
05.09.2023 22:00;62.8;0.26;9.6;5.8;0.4;19.6;-2.7
05.09.2023 23:00;66.2;0.25;8.8;5.7;0.3;18.8;-2.2
06.09.2023 00:00;46.9;0.26;9.1;5.9;0.4;17.2;-2.0
06.09.2023 01:00;32.8;0.22;9.3;6.4;0.4;16.1;-2.0
06.09.2023 02:00;28.6;0.21;9.4;6.8;0.4;15.3;-2.0
06.09.2023 03:00;27.4;0.20;9.4;6.6;0.3;14.5;-2.0
06.09.2023 04:00;21.8;0.21;10.0;7.0;0.5;14.0;-2.0
06.09.2023 05:00;13.4;0.21;9.9;7.1;0.6;13.5;-1.9
06.09.2023 06:00;3.0;0.27;10.7;7.3;0.9;13.3;-0.1
06.09.2023 07:00;3.7;0.33;14.9;8.4;1.0;13.5;68.9
06.09.2023 08:00;25.2;0.28;14.0;8.9;0.7;15.4;234.4
06.09.2023 09:00;37.3;0.27;14.1;9.2;0.6;17.6;407.7
06.09.2023 10:00;64.5;0.22;13.5;9.0;0.4;20.1;562.1
06.09.2023 11:00;77.7;0.20;15.1;10.1;0.4;22.3;682.5
06.09.2023 12:00;96.0;0.20;16.6;11.2;0.4;23.9;753.8
06.09.2023 13:00;108.4;0.20;17.1;12.3;0.4;25.3;774.4
06.09.2023 14:00;116.3;0.21;17.9;12.1;0.4;26.4;738.6
06.09.2023 15:00;119.4;0.21;15.9;11.3;0.4;27.0;652.9
06.09.2023 16:00;117.9;0.22;17.0;10.9;0.4;27.2;520.0
06.09.2023 17:00;116.8;0.20;16.2;10.5;0.3;26.8;360.7
06.09.2023 18:00;113.5;0.20;15.1;10.1;0.3;25.9;190.0
06.09.2023 19:00;94.4;0.21;15.5;9.3;0.3;24.5;42.0
06.09.2023 20:00;59.7;0.27;14.0;9.1;0.5;22.0;-1.8
06.09.2023 21:00;25.4;0.34;13.1;10.0;0.9;20.5;-2.0
06.09.2023 22:00;10.1;0.38;14.7;11.1;1.1;19.4;-2.0
06.09.2023 23:00;13.2;0.39;14.9;11.6;1.1;18.8;-2.0
07.09.2023 00:00;15.5;0.32;13.3;10.7;0.9;18.1;-2.0
07.09.2023 01:00;12.3;0.28;13.5;11.2;0.8;17.4;-1.7
07.09.2023 02:00;29.5;0.25;13.9;11.2;0.6;17.0;-1.0
07.09.2023 03:00;32.3;0.22;13.1;10.8;0.5;16.6;-1.1
07.09.2023 04:00;15.9;0.22;14.0;11.1;0.6;16.0;-1.2
07.09.2023 05:00;3.9;0.23;14.0;11.1;0.6;15.6;-1.0
07.09.2023 06:00;1.8;0.28;14.9;11.6;0.9;15.4;0.2
07.09.2023 07:00;4.2;0.33;18.6;12.4;1.0;15.7;59.6
07.09.2023 08:00;27.5;0.31;19.5;13.1;0.9;17.4;214.4
07.09.2023 09:00;56.2;0.24;18.0;12.5;0.5;19.4;389.9
07.09.2023 10:00;63.6;0.24;18.8;14.0;0.6;21.6;545.0
07.09.2023 11:00;77.7;0.23;19.9;14.7;0.5;23.6;665.9
07.09.2023 12:00;95.1;0.25;19.9;15.0;0.6;25.4;738.6
07.09.2023 13:00;110.9;0.25;19.9;14.6;0.6;26.9;757.4
07.09.2023 14:00;116.6;0.23;18.1;12.6;0.5;27.9;724.9
07.09.2023 15:00;121.8;0.22;15.4;10.2;0.4;28.4;641.0
07.09.2023 16:00;136.1;0.21;14.4;10.2;0.4;28.9;507.5
07.09.2023 17:00;140.8;0.21;16.2;11.1;0.4;28.5;352.0
07.09.2023 18:00;133.4;0.22;18.4;12.4;0.5;27.6;176.0
07.09.2023 19:00;104.4;0.26;21.3;13.6;0.6;26.0;35.7
07.09.2023 20:00;67.7;0.32;19.1;14.1;0.8;23.6;-1.9
07.09.2023 21:00;45.8;0.33;20.5;15.9;1.1;21.8;-2.0
07.09.2023 22:00;17.4;0.44;20.5;16.1;1.4;20.8;-2.0
07.09.2023 23:00;25.8;0.36;19.0;15.8;1.1;19.8;-2.0
08.09.2023 00:00;18.4;0.36;18.9;15.9;1.1;19.1;-2.0
08.09.2023 01:00;10.1;0.32;18.5;15.7;0.9;18.4;-2.0
08.09.2023 02:00;13.2;0.26;18.7;15.4;0.7;17.8;-1.7
08.09.2023 03:00;6.8;0.25;18.3;15.2;0.7;17.3;-1.5
08.09.2023 04:00;3.2;0.25;17.9;15.3;0.7;16.8;-1.4
08.09.2023 05:00;1.9;0.26;18.3;15.2;0.9;16.4;-1.0
08.09.2023 06:00;2.1;0.28;17.7;14.8;1.0;16.3;0.0
08.09.2023 07:00;3.0;0.32;19.1;15.4;1.3;16.5;43.8
08.09.2023 08:00;16.1;0.30;28.4;18.7;0.9;17.9;193.2
08.09.2023 09:00;27.4;0.32;25.9;19.4;1.0;20.4;383.6
08.09.2023 10:00;68.2;0.26;25.8;20.3;0.7;22.8;537.8
08.09.2023 11:00;85.0;0.27;26.5;20.6;0.7;25.1;651.6
08.09.2023 12:00;104.7;0.28;28.5;19.9;0.7;26.9;730.6
08.09.2023 13:00;129.0;0.26;24.1;17.4;0.6;28.3;752.0
08.09.2023 14:00;145.0;0.23;21.0;15.0;0.5;29.0;705.8
08.09.2023 15:00;151.7;0.22;20.4;14.2;0.4;29.7;627.5
08.09.2023 16:00;140.1;0.21;16.3;11.5;0.3;29.9;499.9
08.09.2023 17:00;148.4;0.21;16.7;11.6;0.4;29.6;341.9
08.09.2023 18:00;134.8;0.23;18.7;12.1;0.4;28.5;167.5
08.09.2023 19:00;112.0;0.25;27.1;14.6;0.5;26.6;30.2
08.09.2023 20:00;71.2;0.34;23.2;17.0;1.0;24.0;-1.9
08.09.2023 21:00;53.2;0.40;24.8;19.8;1.0;22.5;-2.0
08.09.2023 22:00;28.7;0.41;24.7;19.8;1.2;21.2;-2.0
08.09.2023 23:00;22.7;0.42;23.5;19.3;1.2;20.5;-2.0
09.09.2023 00:00;8.8;0.45;22.1;18.3;1.2;19.6;-1.8
09.09.2023 01:00;14.9;0.37;21.0;18.1;0.9;19.0;-1.2
09.09.2023 02:00;10.4;0.39;20.9;18.5;1.0;18.5;-1.4
09.09.2023 03:00;8.6;0.35;21.8;18.5;1.0;18.0;-1.0
09.09.2023 04:00;8.7;0.33;20.8;18.2;0.9;17.6;-1.0
09.09.2023 05:00;5.4;0.31;20.5;18.1;0.8;17.4;-1.0
09.09.2023 06:00;6.9;0.30;19.6;17.5;0.7;17.1;-0.1
09.09.2023 07:00;6.5;0.33;21.1;18.0;1.0;17.3;47.3
09.09.2023 08:00;19.5;0.30;22.6;19.3;0.8;18.9;214.9
09.09.2023 09:00;42.2;0.30;24.5;20.9;0.7;21.4;279.0
09.09.2023 10:00;56.4;0.32;26.6;22.7;0.8;23.3;514.3
09.09.2023 11:00;80.3;0.31;28.3;22.9;0.8;25.5;632.2
09.09.2023 12:00;118.4;0.27;24.6;20.5;0.7;27.2;707.7
09.09.2023 13:00;140.2;0.25;22.6;18.3;0.6;28.4;723.9
09.09.2023 14:00;145.2;0.25;21.6;17.1;0.6;28.6;456.9
09.09.2023 15:00;154.4;0.30;21.1;16.6;0.5;29.3;604.7
09.09.2023 16:00;156.8;0.24;21.4;16.3;0.5;29.5;486.7
09.09.2023 17:00;154.5;0.24;21.3;16.5;0.5;28.7;219.9
09.09.2023 18:00;145.3;0.26;21.5;16.9;0.5;28.5;157.0
09.09.2023 19:00;118.8;0.28;21.7;17.6;0.5;26.9;31.4
09.09.2023 20:00;83.0;0.35;23.8;20.5;0.7;24.1;301.8
09.09.2023 21:00;53.0;0.41;28.3;23.2;0.9;22.7;71.2
09.09.2023 22:00;22.7;0.46;26.9;22.3;1.2;21.4;-2.0
09.09.2023 23:00;5.9;0.54;25.4;22.6;1.5;20.4;-2.0
10.09.2023 00:00;7.1;0.52;25.6;22.4;1.5;19.7;-2.0
10.09.2023 01:00;10.4;0.42;24.3;21.7;1.2;19.0;-2.0
10.09.2023 02:00;6.4;0.42;23.5;20.7;1.1;18.5;-1.4
10.09.2023 03:00;4.8;0.40;23.2;20.2;1.0;17.9;-1.1
10.09.2023 04:00;2.4;0.40;22.8;19.5;0.9;17.5;-1.2
10.09.2023 05:00;2.4;0.38;21.2;18.9;1.0;17.1;-1.2
10.09.2023 06:00;4.4;0.33;21.6;18.9;1.0;16.9;-0.5
